CMS_cert_no,Fac_name,City,State,Zip,Region,year,N,cost_charge,wage_indx,Rural,dis_share,census,ownership,teaching,freestanding,avg_wt,I_001_01,I_001_01.note,I_001_01.denom,I_001_01.start,I_001_01.end,I_001_02,I_001_02.note,I_001_02.denom,I_001_02.numer,I_001_02.obs,I_001_02.start,I_001_02.end,I_002_01.obs,I_002_01.note,I_002_01.denom,I_002_01.numer,I_002_01.start,I_002_01.end,I_006_01,I_006_01.note,I_006_01.cilo,I_006_01.ciup,I_006_01.grade,I_006_01.days,I_006_01.N,I_006_01.numer,I_006_01.start,I_006_01.end,I_007_01,I_007_01.note,I_007_01.grade,I_007_01.cilo,I_007_01.ciup,I_007_01.N,I_007_01.start,I_007_01.end,I_008_01,I_008_01.note,I_008_01.denom,I_008_01.numer,I_008_01.start,I_008_01.end,I_013_01,I_013_01.note,I_013_01.denom,I_013_01.numer,I_013_01.start,I_013_01.end,I_014_01,I_014_01.note,I_014_01.cilo,I_014_01.ciup,I_014_01.grade,I_014_01.days,I_014_01.N,I_014_01.numer,I_014_01.start,I_014_01.end,I_015_01,I_015_01.note,I_015_01.cilo,I_015_01.ciup,I_015_01.grade,I_015_01.days,I_015_01.N,I_015_01.numer,I_015_01.start,I_015_01.end,I_016_01,I_016_01.note,I_016_01.denom,I_016_01.numer,I_016_01.start,I_016_01.end,I_019_01,I_019_01.note,I_019_01.cilo,I_019_01.ciup,I_019_01.obs,I_019_01.grade,I_019_01.numb,I_019_01.N,I_019_01.start,I_019_01.end,I_020_01,I_020_01.note,I_020_01.numb,I_020_01.start,I_020_01.end
393054,LANCASTER REHABILITATION HOSPITAL,LANCASTER,PA,17604,3,2016,689,0.38,0.95,0,0.10,2,P,0.00,1,1.40,0.60,,995,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.41,,Better than the National Rate,11.20,11.65,1143,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393054,LANCASTER REHABILITATION HOSPITAL,LANCASTER,PA,17604,3,2017,804,0.36,0.94,0,0.11,2,P,0.00,1,1.45,0.70,,1047,1-Jan-16,31-Dec-16,,,,,,,,90.20,,551,,1-Oct-15,31-Mar-16,,7,,,,522,1,1,1-Jan-16,31-Dec-16,11.90,,Better than the National Rate,11.64,12.16,1167,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,19349,0,0,1-Jan-16,31-Dec-16,0.63,,0.23,1.39,No Different than the National Benchmark,19349,8,5,1-Jan-16,31-Dec-16,99.00,,518,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393054,LANCASTER REHABILITATION HOSPITAL,LANCASTER,PA,17604,3,2018,848,0.39,0.94,0,0.08,2,P,0.00,1,1.41,,,,,,0.20,,1069,3,0.30,1-Oct-16,30-Sep-17,90.20,,551,497,1-Oct-15,31-Mar-16,,7,,,,529,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,1087,1087,1-Jan-17,31-Dec-17,0.40,,1087,4,1-Jan-17,31-Dec-17,,7,,,,18998,0,0,1-Oct-16,30-Sep-17,0.22,,0.04,0.73,Better than the National Benchmark,18998,9,2,1-Oct-16,30-Sep-17,99.00,,518,515,1-Oct-15,31-Mar-16,73.14,,72.66,73.61,67.53,Better than the National Rate,911,1349,1-Oct-15,30-Sep-17,1.09,,1308,1-Oct-15,30-Sep-17
393055,ST MARY REHABILITATION HOSPITAL,LANGHORNE,PA,19047,3,2016,77,0.44,1.05,0,0.00,2,P,0.00,1,1.27,1.90,,922,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.96,,No Different than the National Rate,12.73,13.18,188,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393055,ST MARY REHABILITATION HOSPITAL,LANGHORNE,PA,19047,3,2017,688,0.35,1.03,0,0.04,2,P,0.00,1,1.32,1.10,,935,1-Jan-16,31-Dec-16,,,,,,,,96.90,,517,,1-Oct-15,31-Mar-16,1.83,,0.31,6.05,No Different than the National Benchmark,767,1,2,1-Jan-16,31-Dec-16,12.89,,Better than the National Rate,12.66,13.12,722,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,13976,0,0,1-Jan-16,31-Dec-16,0.20,,0.01,0.97,Better than the National Benchmark,13976,5,1,1-Jan-16,31-Dec-16,93.00,,366,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393055,ST MARY REHABILITATION HOSPITAL,LANGHORNE,PA,19047,3,2018,766,0.28,1.01,0,0.08,2,P,0.00,1,1.35,,,,,,1.10,,907,14,1.50,1-Oct-16,30-Sep-17,96.90,,517,501,1-Oct-15,31-Mar-16,2.29,,0.58,6.22,No Different than the National Benchmark,1001,1,3,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,939,939,1-Jan-17,31-Dec-17,0.30,,939,3,1-Jan-17,31-Dec-17,,7,,,,13830,0,0,1-Oct-16,30-Sep-17,0.60,,0.15,1.64,No Different than the National Benchmark,13830,5,3,1-Oct-16,30-Sep-17,93.00,,366,342,1-Oct-15,31-Mar-16,71.98,,71.53,72.42,65.10,Better than the National Rate,774,1189,1-Oct-15,30-Sep-17,1.10,,1077,1-Oct-15,30-Sep-17
393056,HELEN M SIMPSON REHABILITATION HOSPITAL,HARRISBURG,PA,17109,3,2016,,,,,,,,,,,1.40,,560,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,2,,,,,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393056,HELEN M SIMPSON REHABILITATION HOSPITAL,HARRISBURG,PA,17109,3,2017,262,0.44,0.95,0,0.00,2,P,0.00,1,1.08,0.20,,691,1-Jan-16,31-Dec-16,,,,,,,,85.90,,341,,1-Oct-15,31-Mar-16,,7,,,,662,1,3,1-Jan-16,31-Dec-16,15.00,,Worse than the National Rate,14.71,15.31,327,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,11698,0,0,1-Jan-16,31-Dec-16,0.24,,0.01,1.16,No Different than the National Benchmark,11698,4,1,1-Jan-16,31-Dec-16,69.00,,296,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393056,HELEN M SIMPSON REHABILITATION HOSPITAL,HARRISBURG,PA,17109,3,2018,554,0.49,0.94,0,0.01,2,P,0.00,1,1.21,,,,,,0.10,,916,1,0.10,1-Oct-16,30-Sep-17,85.90,,341,293,1-Oct-15,31-Mar-16,2.67,,0.85,6.45,No Different than the National Benchmark,1037,1,4,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,936,936,1-Jan-17,31-Dec-17,0.40,,936,4,1-Jan-17,31-Dec-17,,7,,,,14550,0,0,1-Oct-16,30-Sep-17,0.97,,0.39,2.02,No Different than the National Benchmark,14550,6,6,1-Oct-16,30-Sep-17,69.00,,296,205,1-Oct-15,31-Mar-16,60.11,,59.75,60.47,59.87,Worse than the National Rate,637,1064,1-Oct-15,30-Sep-17,1.03,,1009,1-Oct-15,30-Sep-17
400003,REHABCARE CENTER AT HOSPITAL DR. PILA,PONCE,PR,733,2,2016,,,,,,,,,,,,5,,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,2,,,,,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400003,REHABCARE CENTER AT HOSPITAL DR. PILA,PONCE,PR,733,2,2017,,,,,,,,,,,,5,,1-Jan-16,31-Dec-16,,,,,,,,,5,,,1-Oct-15,31-Mar-16,,5,,,,,,,1-Jan-16,31-Dec-16,,2,,,,,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,5,,,,,,,1-Jan-16,31-Dec-16,,5,,,,,,,1-Jan-16,31-Dec-16,,5,,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
400003,REHABCARE CENTER AT HOSPITAL DR. PILA,PONCE,PR,733,2,2018,,,,,,,,,,,,,,,,,5,,,,1-Oct-16,30-Sep-17,,5,,,1-Oct-15,31-Mar-16,,5,,,,,,,1-Oct-16,30-Sep-17,,,,,,,,,,5,,,1-Jan-17,31-Dec-17,,5,,,1-Jan-17,31-Dec-17,,5,,,,,,,1-Oct-16,30-Sep-17,,5,,,,,,,1-Oct-16,30-Sep-17,,5,,,1-Oct-15,31-Mar-16,,,,,,,,,1-Oct-15,30-Sep-17,,,,1-Oct-15,30-Sep-17
400014,BELLA VISTA REHABILITATION CENTER,MAYAGUEZ,PR,681,2,2016,96,0.54,0.38,0,0.00,2,N,0.00,0,1.09,0.20,,447,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.12,,No Different than the National Rate,12.91,13.35,134,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400014,BELLA VISTA REHABILITATION CENTER,MAYAGUEZ,PR,681,2,2017,65,0.54,0.37,0,0.01,2,N,0.00,0,1.31,0.00,,405,1-Jan-16,31-Dec-16,,,,,,,,100.00,,227,,1-Oct-15,31-Mar-16,,7,,,,197,0,0,1-Jan-16,31-Dec-16,13.86,,Worse than the National Rate,13.62,14.08,109,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4447,0,0,1-Jan-16,31-Dec-16,0.00,,,2.39,No Different than the National Benchmark,4447,1,0,1-Jan-16,31-Dec-16,10.00,,48,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
400014,BELLA VISTA REHABILITATION CENTER,MAYAGUEZ,PR,681,2,2018,55,0.63,0.37,0,0.00,2,N,0.00,0,1.39,,,,,,0.20,,371,1,0.30,1-Oct-16,30-Sep-17,100.00,,227,227,1-Oct-15,31-Mar-16,,7,,,,212,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,354,354,1-Jan-17,31-Dec-17,0.00,,354,0,1-Jan-17,31-Dec-17,,7,,,,3498,0,0,1-Oct-16,30-Sep-17,,7,,,,3498,1,1,1-Oct-16,30-Sep-17,10.00,,48,5,1-Oct-15,31-Mar-16,74.78,,74.16,75.40,82.86,Better than the National Rate,87,105,1-Oct-15,30-Sep-17,0.83,,71,1-Oct-15,30-Sep-17
400016,HOSPITAL AUXILIO MUTUO OF PUERTO RICO,HATO REY,PR,919,2,2018,,,,,,,,,,,,,,,,,,,,,1-Oct-16,30-Sep-17,,,,,1-Oct-15,31-Mar-16,,,,,,,,,1-Oct-16,30-Sep-17,,,,,,,,,,,,,1-Jan-17,31-Dec-17,,,,,1-Jan-17,31-Dec-17,,,,,,,,,1-Oct-16,30-Sep-17,,,,,,,,,1-Oct-16,30-Sep-17,,,,,1-Oct-15,31-Mar-16,,2,,,,,,,1-Oct-15,30-Sep-17,,2,,1-Oct-15,30-Sep-17
400021,HOSPITAL DE LA CONCEPCION,SAN GERMAN,PR,683,2,2016,53,0.37,0.47,0,0.02,2,N,0.00,0,1.09,0.00,,420,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.41,,Better than the National Rate,12.16,12.67,72,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400021,HOSPITAL DE LA CONCEPCION,SAN GERMAN,PR,683,2,2017,57,0.37,0.47,0,0.00,2,N,0.00,0,1.22,0.20,,446,1-Jan-16,31-Dec-16,,,,,,,,18.30,,241,,1-Oct-15,31-Mar-16,,7,,,,432,1,1,1-Jan-16,31-Dec-16,12.75,,Better than the National Rate,12.46,13.01,88,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,5030,0,0,1-Jan-16,31-Dec-16,0.00,,,2.40,No Different than the National Benchmark,5030,1,0,1-Jan-16,31-Dec-16,45.00,,20,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
400021,HOSPITAL DE LA CONCEPCION,SAN GERMAN,PR,683,2,2018,78,0.51,0.46,0,0.00,2,N,0.00,0,1.01,,,,,,1.10,,398,5,1.30,1-Oct-16,30-Sep-17,18.30,,241,44,1-Oct-15,31-Mar-16,,7,,,,476,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,396,396,1-Jan-17,31-Dec-17,0.00,,396,0,1-Jan-17,31-Dec-17,,7,,,,5051,0,0,1-Oct-16,30-Sep-17,0.00,,,1.55,No Different than the National Benchmark,5051,2,0,1-Oct-16,30-Sep-17,45.00,,20,9,1-Oct-15,31-Mar-16,67.07,,66.60,67.51,82.41,Better than the National Rate,89,108,1-Oct-15,30-Sep-17,0.79,,83,1-Oct-15,30-Sep-17
403025,HEALTH SOUTH REHABILITATION HOSPITAL OF SAN JUAN,SAN JUAN,PR,936,2,2016,164,0.40,0.44,0,0.00,2,P,0.00,1,1.55,0.40,,802,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.20,,No Different than the National Rate,12.98,13.42,243,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403025,HEALTH SOUTH REHABILITATION HOSPITAL OF SAN JUAN,SAN JUAN,PR,936,2,2017,152,0.39,0.43,0,0.00,2,P,0.00,1,1.49,0.50,,783,1-Jan-16,31-Dec-16,,,,,,,,87.00,,407,,1-Oct-15,31-Mar-16,,7,,,,331,1,1,1-Jan-16,31-Dec-16,13.26,,No Different than the National Rate,13.03,13.48,218,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,11618,0,0,1-Jan-16,31-Dec-16,0.00,,,1.03,No Different than the National Benchmark,11618,3,0,1-Jan-16,31-Dec-16,53.00,,155,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
403025,HEALTH SOUTH REHABILITATION HOSPITAL OF SAN JUAN,SAN JUAN,PR,936,2,2018,163,0.41,0.42,0,0.00,2,P,0.00,1,1.60,,,,,,0.50,,799,5,0.60,1-Oct-16,30-Sep-17,87.00,,407,354,1-Oct-15,31-Mar-16,,7,,,,259,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.70,,783,781,1-Jan-17,31-Dec-17,0.00,,783,0,1-Jan-17,31-Dec-17,,7,,,,11503,0,0,1-Oct-16,30-Sep-17,0.00,,,1.03,No Different than the National Benchmark,11503,3,0,1-Oct-16,30-Sep-17,53.00,,155,82,1-Oct-15,31-Mar-16,83.35,,82.60,84.07,80.00,Better than the National Rate,196,245,1-Oct-15,30-Sep-17,0.93,,234,1-Oct-15,30-Sep-17
403026,"HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI, INC",ALTS DE MANATI,PR,674,2,2016,226,0.40,0.44,0,0.00,2,P,0.00,1,1.42,0.00,,986,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.60,,Worse than the National Rate,13.36,13.84,325,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403026,"HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI, INC",ALTS DE MANATI,PR,674,2,2017,185,0.40,0.43,0,0.00,2,P,0.00,1,1.48,0.20,,1013,1-Jan-16,31-Dec-16,,,,,,,,87.70,,513,,1-Oct-15,31-Mar-16,0.00,,,2.74,No Different than the National Benchmark,537,1,0,1-Jan-16,31-Dec-16,13.70,,Worse than the National Rate,13.47,13.90,293,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,13500,0,0,1-Jan-16,31-Dec-16,0.00,,,0.81,Better than the National Benchmark,13500,4,0,1-Jan-16,31-Dec-16,65.00,,153,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
403026,"HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI, INC",ALTS DE MANATI,PR,674,2,2018,212,0.41,0.42,0,0.00,2,P,0.00,1,1.56,,,,,,0.10,,985,2,0.20,1-Oct-16,30-Sep-17,87.70,,513,450,1-Oct-15,31-Mar-16,1.91,,0.32,6.32,No Different than the National Benchmark,512,1,2,1-Oct-16,30-Sep-17,,,,,,,,,99.80,,817,815,1-Jan-17,31-Dec-17,0.10,,817,1,1-Jan-17,31-Dec-17,,7,,,,13040,0,0,1-Oct-16,30-Sep-17,0.30,,0.02,1.49,No Different than the National Benchmark,13040,3,1,1-Oct-16,30-Sep-17,65.00,,153,99,1-Oct-15,31-Mar-16,77.58,,76.96,78.19,75.00,Better than the National Rate,204,272,1-Oct-15,30-Sep-17,0.97,,267,1-Oct-15,30-Sep-17
403027,MULTY MEDICAL FACILITIES CORPORATION,SAN JUAN,PR,918,2,2016,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,2,,,,,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403027,MULTY MEDICAL FACILITIES CORPORATION,SAN JUAN,PR,918,2,2017,,,,,,,,,,,0.00,3,69,1-Jan-16,31-Dec-16,,,,,,,,,,2,,1-Oct-15,31-Mar-16,,,,,,0,,,1-Jan-16,31-Dec-16,,2,,,,,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,,,,,0,,,1-Jan-16,31-Dec-16,,,,,,0,,,1-Jan-16,31-Dec-16,,5,,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
403027,MULTY MEDICAL FACILITIES CORPORATION,SAN JUAN,PR,918,2,2018,54,0.42,0.42,0,0.00,3,P,0.00,1,1.22,,,,,,0.00,,120,0,0.00,1-Oct-16,30-Sep-17,,,2,,1-Oct-15,31-Mar-16,,7,,,,7,0,3,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,138,138,1-Jan-17,31-Dec-17,0.00,,138,0,1-Jan-17,31-Dec-17,,,,,,0,,,1-Oct-16,30-Sep-17,,,,,,0,,,1-Oct-16,30-Sep-17,,5,,,1-Oct-15,31-Mar-16,72.46,,71.90,72.98,87.77,Better than the National Rate,122,139,1-Oct-15,30-Sep-17,1.02,,110,1-Oct-15,30-Sep-17
410001,MEMORIAL HOSPITAL OF RHODE ISLAND ARU,PAWTUCKET,RI,2860,1,2016,136,0.46,1.06,0,0.22,1,N,0.00,0,1.24,0.80,,233,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.91,,No Different than the National Rate,12.71,13.14,241,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410001,MEMORIAL HOSP OF RHODE ISLAND,PAWTUCKET,RI,2860,1,2017,167,0.52,1.06,0,0.22,1,N,0.00,0,1.22,0.70,,225,1-Jan-16,31-Dec-16,,,,,,,,96.80,,125,,1-Oct-15,31-Mar-16,,7,,,,433,1,0,1-Jan-16,31-Dec-16,13.19,,No Different than the National Rate,12.95,13.42,255,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4055,0,0,1-Jan-16,31-Dec-16,2.68,,0.68,7.29,No Different than the National Benchmark,4055,1,3,1-Jan-16,31-Dec-16,85.00,,27,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
410001,MEMORIAL HOSP OF RHODE ISLAND,PAWTUCKET,RI,2860,1,2018,141,0.40,1.06,0,0.12,1,N,0.00,0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410005,SOUTHERN NEW ENGLAND REHAB CTR,NORTH PROVIDENCE,RI,2904,1,2016,116,0.50,1.06,0,0.15,1,N,0.00,0,1.30,0.00,,155,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,11.97,,Better than the National Rate,11.70,12.27,179,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410005,SOUTHERN NEW ENGLAND REHAB CTR,NORTH PROVIDENCE,RI,2904,1,2017,108,0.59,1.06,0,0.12,1,N,0.00,0,1.21,1.30,,190,1-Jan-16,31-Dec-16,,,,,,,,96.80,,95,,1-Oct-15,31-Mar-16,,7,,,,279,1,1,1-Jan-16,31-Dec-16,12.49,,Better than the National Rate,12.21,12.77,180,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4147,0,0,1-Jan-16,31-Dec-16,3.58,,1.31,7.95,Worse than the National Benchmark,4147,1,5,1-Jan-16,31-Dec-16,91.00,,343,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
410005,SOUTHERN NEW ENGLAND REHAB CTR,NORTH PROVIDENCE,RI,2904,1,2018,117,0.71,1.06,0,0.15,1,N,0.00,0,1.22,,,,,,0.00,,193,0,0.00,1-Oct-16,30-Sep-17,96.80,,95,92,1-Oct-15,31-Mar-16,,7,,,,246,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,189,189,1-Jan-17,31-Dec-17,0.50,,189,1,1-Jan-17,31-Dec-17,,7,,,,4212,0,0,1-Oct-16,30-Sep-17,3.34,,1.46,6.61,Worse than the National Benchmark,4212,2,7,1-Oct-16,30-Sep-17,91.00,,343,312,1-Oct-15,31-Mar-16,56.32,,55.90,56.76,54.87,Worse than the National Rate,107,195,1-Oct-15,30-Sep-17,1.27,,175,1-Oct-15,30-Sep-17
410006,NEWPORT HOSPITAL,NEWPORT,RI,2840,1,2016,62,0.89,1.06,0,0.12,1,N,0.00,0,1.29,0.00,,107,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.76,,Better than the National Rate,12.53,13.00,114,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410006,NEWPORT HOSPITAL,NEWPORT,RI,2840,1,2017,54,0.85,1.06,0,0.13,1,N,0.00,0,1.32,0.00,,161,1-Jan-16,31-Dec-16,,,,,,,,98.70,,79,,1-Oct-15,31-Mar-16,,7,,,,73,0,1,1-Jan-16,31-Dec-16,12.75,,Better than the National Rate,12.48,13.01,126,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3190,0,0,1-Jan-16,31-Dec-16,,7,,,,3190,1,0,1-Jan-16,31-Dec-16,95.00,,43,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
410006,NEWPORT HOSPITAL,NEWPORT,RI,2840,1,2018,122,0.77,1.06,0,0.14,1,N,0.00,0,1.22,,,,,,0.40,,169,1,0.60,1-Oct-16,30-Sep-17,98.70,,79,78,1-Oct-15,31-Mar-16,,7,,,,140,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,166,166,1-Jan-17,31-Dec-17,0.00,,166,0,1-Jan-17,31-Dec-17,,7,,,,3309,0,0,1-Oct-16,30-Sep-17,1.32,,0.22,4.35,No Different than the National Benchmark,3605,2,2,1-Oct-16,30-Sep-17,95.00,,43,41,1-Oct-15,31-Mar-16,63.87,,63.49,64.27,65.13,Worse than the National Rate,127,195,1-Oct-15,30-Sep-17,1.08,,185,1-Oct-15,30-Sep-17
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,2903,1,2016,44,0.52,1.06,0,0.00,1,N,0.00,0,1.06,3.30,,140,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.53,,Better than the National Rate,12.28,12.80,37,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,2903,1,2017,89,0.33,1.06,0,0.04,1,N,0.00,0,1.20,2.00,,173,1-Jan-16,31-Dec-16,,,,,,,,95.90,,73,,1-Oct-15,31-Mar-16,,7,,,,342,1,2,1-Jan-16,31-Dec-16,13.01,,Better than the National Rate,12.79,13.26,102,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4009,0,0,1-Jan-16,31-Dec-16,1.53,,0.26,5.06,No Different than the National Benchmark,4009,1,2,1-Jan-16,31-Dec-16,87.00,,46,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,2903,1,2018,114,0.49,1.06,0,0.14,1,N,0.00,0,1.22,,,,,,0.00,,159,0,0.00,1-Oct-16,30-Sep-17,95.90,,73,70,1-Oct-15,31-Mar-16,,7,,,,246,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,159,159,1-Jan-17,31-Dec-17,0.00,,159,0,1-Jan-17,31-Dec-17,,7,,,,4067,0,0,1-Oct-16,30-Sep-17,0.00,,,1.43,No Different than the National Benchmark,4067,2,0,1-Oct-16,30-Sep-17,87.00,,46,40,1-Oct-15,31-Mar-16,60.75,,60.36,61.14,60.25,Worse than the National Rate,97,161,1-Oct-15,30-Sep-17,1.01,,146,1-Oct-15,30-Sep-17
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,2886,1,2016,208,0.39,1.06,0,0.06,1,N,0.00,0,1.16,0.90,,294,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.20,,No Different than the National Rate,12.99,13.40,328,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,2886,1,2017,192,0.41,1.06,0,0.05,1,N,0.00,0,1.20,0.60,,291,1-Jan-16,31-Dec-16,,,,,,,,89.70,,155,,1-Oct-15,31-Mar-16,,7,,,,228,0,0,1-Jan-16,31-Dec-16,13.93,,Worse than the National Rate,13.70,14.15,306,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4130,0,0,1-Jan-16,31-Dec-16,0.94,,0.05,4.65,No Different than the National Benchmark,4130,1,1,1-Jan-16,31-Dec-16,77.00,,26,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,2886,1,2018,201,0.48,1.06,0,0.06,1,P,0.00,0,1.14,,,,,,0.80,,282,3,1.10,1-Oct-16,30-Sep-17,89.70,,155,139,1-Oct-15,31-Mar-16,,7,,,,150,0,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,300,300,1-Jan-17,31-Dec-17,0.00,,300,0,1-Jan-17,31-Dec-17,,7,,,,4063,0,0,1-Oct-16,30-Sep-17,0.56,,0.03,2.78,No Different than the National Benchmark,4063,2,1,1-Oct-16,30-Sep-17,77.00,,26,20,1-Oct-15,31-Mar-16,59.60,,59.21,60.02,61.64,Worse than the National Rate,188,305,1-Oct-15,30-Sep-17,0.95,,278,1-Oct-15,30-Sep-17
413025,REHABILITATION HOSPITAL OF RHODE ISLAND,NORTH SMITHFIELD,RI,2896,1,2016,233,0.62,1.06,0,0.08,1,P,0.00,1,1.23,0.70,,273,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.67,,Better than the National Rate,12.47,12.90,349,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
